Date of Sale,Product ID,Product Name,Quantity Sold,Sale Price,Total Sale Amount,Customer ID,Store Location,Target Gender,Customer Gender
2014-05-04,P0018,Shoe Model 18,5,63.81,319.05,C5268,Houston,Male,Unisex
2014-05-05,P0011,Shoe Model 11,5,173.54,867.7,C8961,Houston,Female,Female
2014-05-06,P0003,Shoe Model 3,9,134.39,1209.51,C4493,Los Angeles,Male,Female
2014-05-06,P0013,Shoe Model 13,1,192.41,192.41,C1016,New York,Male,Male
2014-05-06,P0002,Shoe Model 2,1,172.95,172.95,C4897,Houston,Male,Unisex
2014-05-06,P0002,Shoe Model 2,8,182.17,1457.36,C3247,New York,Unisex,Male
2014-05-07,P0013,Shoe Model 13,3,47.97,143.91,C8083,New York,Unisex,Male
2014-05-07,P0008,Shoe Model 8,8,44.41,355.28,C4456,Phoenix,Unisex,Unisex
2014-05-07,P0017,Shoe Model 17,5,116.46,582.3,C1365,Houston,Unisex,Unisex
2014-05-07,P0019,Shoe Model 19,7,163.25,1142.75,C9754,Chicago,Female,Male
2014-05-08,P0008,Shoe Model 8,6,44.05,264.3,C7511,Houston,Male,Unisex
2014-05-09,P0008,Shoe Model 8,9,195.92,1763.28,C2827,Houston,Female,Male
2014-05-09,P0009,Shoe Model 9,9,120.15,1081.35,C5285,Los Angeles,Female,Male
2014-05-09,P0004,Shoe Model 4,8,49.37,394.96,C1780,Phoenix,Unisex,Female
2014-05-09,P0011,Shoe Model 11,1,187.77,187.77,C6784,Chicago,Female,Female
2014-05-10,P0018,Shoe Model 18,6,76.54,459.24,C1685,New York,Male,Unisex
2014-05-11,P0007,Shoe Model 7,1,73.93,73.93,C8697,Phoenix,Male,Female
2014-05-11,P0008,Shoe Model 8,8,124.83,998.64,C9789,Chicago,Male,Female
2014-05-12,P0013,Shoe Model 13,2,48.35,96.7,C5558,Houston,Unisex,Female
2014-05-12,P0015,Shoe Model 15,3,55.61,166.83,C9652,Chicago,Male,Male
2014-05-12,P0001,Shoe Model 1,8,134.03,1072.24,C2653,Chicago,Unisex,Male
2014-05-12,P0007,Shoe Model 7,9,159.39,1434.51,C7279,Los Angeles,Female,Male
2014-05-13,P0005,Shoe Model 5,3,198.61,595.83,C6343,Los Angeles,Female,Unisex
2014-05-13,P0010,Shoe Model 10,5,154.62,773.1,C3159,Phoenix,Male,Female
2014-05-13,P0010,Shoe Model 10,6,171.56,1029.36,C2037,New York,Female,Male
2014-05-13,P0020,Shoe Model 20,3,173.13,519.39,C6189,Chicago,Male,Female
2014-05-14,P0015,Shoe Model 15,4,152.75,611.0,C2013,Chicago,Female,Male
2014-05-14,P0006,Shoe Model 6,5,30.32,151.6,C5966,Phoenix,Female,Female
2014-05-14,P0014,Shoe Model 14,4,60.82,243.28,C6036,Houston,Male,Unisex
2014-05-14,P0007,Shoe Model 7,4,116.72,466.88,C4586,Phoenix,Female,Unisex
2014-05-15,P0004,Shoe Model 4,8,132.59,1060.72,C1161,Los Angeles,Unisex,Unisex
2014-05-15,P0019,Shoe Model 19,1,138.2,138.2,C7354,Phoenix,Female,Female
2014-05-15,P0006,Shoe Model 6,5,164.06,820.3,C9623,Phoenix,Female,Unisex
2014-05-15,P0017,Shoe Model 17,7,70.1,490.7,C1830,Houston,Male,Unisex
2014-05-16,P0015,Shoe Model 15,9,188.63,1697.67,C2283,Houston,Unisex,Unisex
2014-05-16,P0015,Shoe Model 15,6,198.49,1190.94,C3171,Chicago,Unisex,Male
2014-05-16,P0016,Shoe Model 16,5,61.36,306.8,C9329,Los Angeles,Unisex,Male
2014-05-16,P0011,Shoe Model 11,1,129.59,129.59,C3757,New York,Unisex,Male
2014-05-17,P0019,Shoe Model 19,3,103.04,309.12,C8999,Phoenix,Male,Male
2014-05-17,P0010,Shoe Model 10,5,150.02,750.1,C4331,Los Angeles,Unisex,Male
2014-05-17,P0004,Shoe Model 4,6,39.74,238.44,C1685,Houston,Male,Unisex
2014-05-18,P0004,Shoe Model 4,5,41.72,208.6,C5713,Houston,Unisex,Unisex
2014-05-18,P0014,Shoe Model 14,8,195.72,1565.76,C3014,Los Angeles,Male,Male
2014-05-18,P0006,Shoe Model 6,9,112.89,1016.01,C3643,Los Angeles,Female,Unisex
2014-05-18,P0004,Shoe Model 4,2,99.89,199.78,C1671,Chicago,Unisex,Unisex
2014-05-19,P0010,Shoe Model 10,8,74.23,593.84,C6432,Phoenix,Female,Male
2014-05-20,P0005,Shoe Model 5,3,153.28,459.84,C9100,New York,Unisex,Unisex
2014-05-20,P0012,Shoe Model 12,9,61.11,549.99,C7304,Los Angeles,Male,Unisex
2014-05-21,P0007,Shoe Model 7,6,125.41,752.46,C1572,Los Angeles,Female,Unisex
2014-05-21,P0009,Shoe Model 9,7,150.33,1052.31,C5624,Los Angeles,Female,Female
2014-05-22,P0002,Shoe Model 2,1,102.87,102.87,C2537,New York,Female,Female
2014-05-22,P0002,Shoe Model 2,3,140.67,422.01,C9535,Houston,Unisex,Female
2014-05-23,P0019,Shoe Model 19,1,64.23,64.23,C3324,Houston,Female,Unisex
2014-05-23,P0004,Shoe Model 4,4,118.3,473.2,C7519,Phoenix,Unisex,Female
2014-05-23,P0020,Shoe Model 20,9,125.23,1127.07,C4867,Los Angeles,Male,Unisex
2014-05-24,P0003,Shoe Model 3,8,78.01,624.08,C2577,Houston,Unisex,Female
2014-05-24,P0007,Shoe Model 7,4,106.79,427.16,C3426,Los Angeles,Unisex,Unisex
2014-05-25,P0019,Shoe Model 19,8,61.74,493.92,C1007,Houston,Male,Male
2014-05-26,P0008,Shoe Model 8,7,139.25,974.75,C9078,Los Angeles,Female,Female
2014-05-27,P0002,Shoe Model 2,7,134.29,940.03,C1258,Chicago,Female,Unisex
2014-05-27,P0008,Shoe Model 8,6,53.92,323.52,C4200,Phoenix,Unisex,Male
2014-05-27,P0004,Shoe Model 4,6,194.52,1167.12,C6906,New York,Unisex,Female
2014-05-27,P0016,Shoe Model 16,1,101.02,101.02,C6108,Phoenix,Female,Male
2014-05-28,P0004,Shoe Model 4,6,196.56,1179.36,C9438,Chicago,Male,Male
2014-05-28,P0003,Shoe Model 3,1,34.99,34.99,C8833,Phoenix,Unisex,Male
2014-05-29,P0009,Shoe Model 9,4,186.1,744.4,C1645,Chicago,Male,Unisex
2014-05-29,P0002,Shoe Model 2,9,90.83,817.47,C1587,Houston,Female,Female
2014-05-29,P0016,Shoe Model 16,5,49.2,246.0,C9381,New York,Male,Unisex
2014-05-29,P0020,Shoe Model 20,2,89.15,178.3,C6433,Chicago,Male,Unisex
2014-05-30,P0017,Shoe Model 17,5,167.05,835.25,C8950,Chicago,Unisex,Male
2014-05-30,P0020,Shoe Model 20,2,85.27,170.54,C1155,New York,Male,Unisex
2014-05-30,P0003,Shoe Model 3,4,177.29,709.16,C6925,Phoenix,Unisex,Male
2014-05-30,P0014,Shoe Model 14,4,189.51,758.04,C1459,New York,Unisex,Male
2014-05-31,P0013,Shoe Model 13,2,140.63,281.26,C5741,Chicago,Unisex,Unisex
2014-05-31,P0002,Shoe Model 2,8,94.52,756.16,C1141,Houston,Male,Female
2014-05-31,P0003,Shoe Model 3,3,196.06,588.18,C6626,Houston,Male,Male
2014-06-01,P0014,Shoe Model 14,6,77.61,465.66,C2967,New York,Unisex,Female
2014-06-01,P0019,Shoe Model 19,3,158.17,474.51,C8880,Houston,Male,Unisex
2014-06-01,P0014,Shoe Model 14,9,81.81,736.29,C2531,Chicago,Unisex,Female
2014-06-01,P0006,Shoe Model 6,5,121.92,609.6,C1285,New York,Male,Male
2014-06-02,P0011,Shoe Model 11,5,80.53,402.65,C1040,Houston,Unisex,Female
2014-06-02,P0009,Shoe Model 9,6,181.69,1090.14,C4198,Phoenix,Female,Male
2014-06-03,P0012,Shoe Model 12,3,75.52,226.56,C2492,Phoenix,Male,Male
2014-06-03,P0003,Shoe Model 3,1,155.39,155.39,C8368,Phoenix,Male,Unisex
2014-06-03,P0017,Shoe Model 17,2,179.43,358.86,C8468,Houston,Female,Female
2014-06-03,P0015,Shoe Model 15,9,87.94,791.46,C7748,Phoenix,Unisex,Female
2014-06-04,P0019,Shoe Model 19,4,144.99,579.96,C1771,Houston,Male,Unisex
2014-06-04,P0012,Shoe Model 12,2,76.17,152.34,C3394,New York,Male,Unisex
2014-06-04,P0006,Shoe Model 6,6,181.55,1089.3,C7716,Houston,Female,Female
2014-06-04,P0008,Shoe Model 8,3,77.06,231.18,C8616,New York,Male,Male
2014-06-05,P0003,Shoe Model 3,8,109.86,878.88,C2455,Phoenix,Male,Male
2014-06-06,P0006,Shoe Model 6,1,31.3,31.3,C2159,Chicago,Male,Female
2014-06-07,P0017,Shoe Model 17,6,188.4,1130.4,C2800,Phoenix,Male,Male
2014-06-07,P0017,Shoe Model 17,8,120.37,962.96,C1182,New York,Unisex,Male
2014-06-07,P0011,Shoe Model 11,3,106.6,319.8,C4629,Phoenix,Male,Unisex
2014-06-08,P0008,Shoe Model 8,8,144.06,1152.48,C7588,New York,Male,Female
2014-06-08,P0007,Shoe Model 7,5,30.27,151.35,C9365,Phoenix,Unisex,Unisex
2014-06-08,P0017,Shoe Model 17,4,146.72,586.88,C5033,Houston,Female,Male
2014-06-08,P0004,Shoe Model 4,2,45.69,91.38,C2774,Houston,Male,Male
2014-06-09,P0019,Shoe Model 19,9,190.09,1710.81,C6054,Phoenix,Male,Female
2014-06-09,P0002,Shoe Model 2,3,130.92,392.76,C5658,New York,Male,Unisex
2014-06-09,P0003,Shoe Model 3,4,138.44,553.76,C2628,Chicago,Female,Female
2014-06-09,P0017,Shoe Model 17,9,101.75,915.75,C3466,Chicago,Male,Unisex
2014-06-10,P0015,Shoe Model 15,5,50.91,254.55,C5318,New York,Unisex,Male
2014-06-11,P0011,Shoe Model 11,2,98.66,197.32,C4500,New York,Male,Female
2014-06-11,P0012,Shoe Model 12,2,95.32,190.64,C3242,Houston,Unisex,Male
2014-06-12,P0008,Shoe Model 8,9,34.66,311.94,C5000,Los Angeles,Male,Unisex
2014-06-12,P0004,Shoe Model 4,5,181.32,906.6,C3606,Houston,Unisex,Male
2014-06-12,P0010,Shoe Model 10,2,138.27,276.54,C6546,Chicago,Female,Unisex
2014-06-13,P0017,Shoe Model 17,6,174.01,1044.06,C1929,Houston,Female,Male
2014-06-14,P0004,Shoe Model 4,1,53.89,53.89,C7980,Chicago,Unisex,Unisex
2014-06-14,P0013,Shoe Model 13,4,46.88,187.52,C8597,Chicago,Unisex,Female
2014-06-14,P0019,Shoe Model 19,2,83.25,166.5,C7268,Phoenix,Female,Female
2014-06-15,P0005,Shoe Model 5,5,110.58,552.9,C7789,Houston,Female,Male
2014-06-16,P0013,Shoe Model 13,4,35.26,141.04,C4807,Houston,Male,Male
2014-06-17,P0017,Shoe Model 17,2,58.62,117.24,C5916,Chicago,Unisex,Unisex
2014-06-18,P0010,Shoe Model 10,2,74.09,148.18,C8730,Los Angeles,Male,Male
2014-06-18,P0014,Shoe Model 14,5,194.29,971.45,C1358,Houston,Unisex,Male
2014-06-18,P0003,Shoe Model 3,2,113.11,226.22,C7652,New York,Unisex,Female
2014-06-19,P0019,Shoe Model 19,5,154.24,771.2,C3567,Houston,Male,Male
2014-06-19,P0005,Shoe Model 5,4,184.18,736.72,C7207,Chicago,Male,Female
2014-06-19,P0011,Shoe Model 11,6,120.68,724.08,C4211,Phoenix,Female,Unisex
2014-06-19,P0007,Shoe Model 7,5,165.02,825.1,C2960,Los Angeles,Female,Male
2014-06-20,P0019,Shoe Model 19,4,176.8,707.2,C8166,Los Angeles,Female,Unisex
2014-06-20,P0001,Shoe Model 1,8,105.01,840.08,C2946,Chicago,Male,Unisex
2014-06-20,P0018,Shoe Model 18,1,177.15,177.15,C4802,Los Angeles,Unisex,Unisex
2014-06-21,P0015,Shoe Model 15,4,167.12,668.48,C5258,New York,Male,Male
2014-06-21,P0017,Shoe Model 17,1,80.73,80.73,C8742,Chicago,Unisex,Male
2014-06-21,P0013,Shoe Model 13,7,33.25,232.75,C5117,Phoenix,Female,Unisex
2014-06-22,P0010,Shoe Model 10,5,90.98,454.9,C7337,New York,Unisex,Female
2014-06-22,P0015,Shoe Model 15,3,199.63,598.89,C3841,New York,Unisex,Female
2014-06-22,P0007,Shoe Model 7,3,155.44,466.32,C1024,Phoenix,Male,Unisex
2014-06-23,P0013,Shoe Model 13,8,189.31,1514.48,C3235,New York,Unisex,Male
2014-06-24,P0003,Shoe Model 3,2,47.75,95.5,C5897,Houston,Female,Unisex
2014-06-24,P0006,Shoe Model 6,3,123.35,370.05,C1187,Phoenix,Male,Female
2014-06-24,P0013,Shoe Model 13,3,118.84,356.52,C6647,Los Angeles,Male,Unisex
2014-06-24,P0002,Shoe Model 2,6,38.54,231.24,C2497,Phoenix,Unisex,Unisex
2014-06-25,P0002,Shoe Model 2,7,98.22,687.54,C2238,Chicago,Female,Male
2014-06-25,P0007,Shoe Model 7,5,173.18,865.9,C6789,Phoenix,Male,Male
2014-06-25,P0019,Shoe Model 19,5,100.74,503.7,C1182,Los Angeles,Female,Female
2014-06-25,P0020,Shoe Model 20,4,146.04,584.16,C7555,Houston,Male,Unisex
2014-06-26,P0004,Shoe Model 4,7,152.51,1067.57,C7046,Los Angeles,Female,Female
2014-06-26,P0011,Shoe Model 11,9,157.27,1415.43,C8758,New York,Unisex,Male
2014-06-27,P0018,Shoe Model 18,6,150.19,901.14,C7056,Phoenix,Male,Male
2014-06-27,P0011,Shoe Model 11,9,91.24,821.16,C5232,Chicago,Female,Female
2014-06-28,P0019,Shoe Model 19,3,184.69,554.07,C7091,Chicago,Male,Male
2014-06-28,P0001,Shoe Model 1,9,149.66,1346.94,C7318,Phoenix,Male,Unisex
2014-06-28,P0013,Shoe Model 13,5,194.23,971.15,C9043,Chicago,Male,Unisex
2014-06-29,P0009,Shoe Model 9,5,110.82,554.1,C6842,Houston,Male,Female
2014-06-30,P0005,Shoe Model 5,6,192.66,1155.96,C3587,New York,Unisex,Unisex
2014-07-01,P0018,Shoe Model 18,3,92.87,278.61,C6574,New York,Male,Female
2014-07-01,P0005,Shoe Model 5,4,174.56,698.24,C5424,Chicago,Female,Female
2014-07-01,P0001,Shoe Model 1,4,145.23,580.92,C2772,Los Angeles,Male,Unisex
2014-07-01,P0004,Shoe Model 4,2,155.31,310.62,C7469,Houston,Male,Female
2014-07-02,P0001,Shoe Model 1,4,44.51,178.04,C1234,Chicago,Male,Male
2014-07-02,P0017,Shoe Model 17,6,162.94,977.64,C7708,Houston,Unisex,Male
2014-07-03,P0014,Shoe Model 14,5,184.88,924.4,C4841,New York,Female,Female
2014-07-03,P0003,Shoe Model 3,9,155.15,1396.35,C3661,New York,Female,Male
2014-07-04,P0004,Shoe Model 4,6,159.59,957.54,C5214,Houston,Unisex,Male
2014-07-04,P0008,Shoe Model 8,6,32.88,197.28,C6818,New York,Female,Male
2014-07-04,P0006,Shoe Model 6,7,32.98,230.86,C2524,New York,Male,Unisex
2014-07-05,P0007,Shoe Model 7,4,139.12,556.48,C7155,Chicago,Male,Male
2014-07-05,P0007,Shoe Model 7,4,174.0,696.0,C5552,Chicago,Male,Unisex
2014-07-06,P0008,Shoe Model 8,6,55.9,335.4,C9386,Phoenix,Male,Male
2014-07-07,P0002,Shoe Model 2,7,144.18,1009.26,C9707,Los Angeles,Male,Unisex
2014-07-07,P0005,Shoe Model 5,8,198.53,1588.24,C7683,New York,Male,Unisex
2014-07-08,P0012,Shoe Model 12,7,53.94,377.58,C1025,New York,Female,Unisex
2014-07-08,P0013,Shoe Model 13,3,54.98,164.94,C4764,Houston,Unisex,Unisex
2014-07-09,P0011,Shoe Model 11,1,88.68,88.68,C7707,Houston,Male,Unisex
2014-07-09,P0009,Shoe Model 9,2,147.32,294.64,C8763,Houston,Male,Unisex
2014-07-09,P0001,Shoe Model 1,2,81.33,162.66,C3783,Phoenix,Female,Male
2014-07-09,P0014,Shoe Model 14,5,135.55,677.75,C3645,Los Angeles,Female,Female
2014-07-10,P0013,Shoe Model 13,3,58.18,174.54,C2116,Houston,Male,Unisex
2014-07-10,P0012,Shoe Model 12,1,53.29,53.29,C7474,Phoenix,Female,Unisex
2014-07-11,P0012,Shoe Model 12,6,48.51,291.06,C3743,Chicago,Female,Female
2014-07-11,P0012,Shoe Model 12,5,104.29,521.45,C8186,Los Angeles,Female,Female
2014-07-11,P0004,Shoe Model 4,3,154.46,463.38,C2296,Chicago,Unisex,Male
2014-07-12,P0002,Shoe Model 2,2,158.74,317.48,C4212,Los Angeles,Female,Unisex
2014-07-12,P0001,Shoe Model 1,7,162.83,1139.81,C4667,Los Angeles,Female,Male
2014-07-12,P0012,Shoe Model 12,9,172.02,1548.18,C4619,Phoenix,Female,Unisex
2014-07-12,P0011,Shoe Model 11,5,67.75,338.75,C5967,Los Angeles,Unisex,Unisex
2014-07-13,P0005,Shoe Model 5,9,98.47,886.23,C4947,Phoenix,Male,Female
2014-07-13,P0004,Shoe Model 4,9,56.15,505.35,C4318,Chicago,Female,Unisex
2014-07-14,P0007,Shoe Model 7,1,138.03,138.03,C3451,Phoenix,Female,Unisex
2014-07-15,P0017,Shoe Model 17,7,128.11,896.77,C3765,New York,Female,Male
2014-07-15,P0020,Shoe Model 20,4,127.55,510.2,C2105,Houston,Male,Female
2014-07-15,P0001,Shoe Model 1,4,47.31,189.24,C4786,New York,Male,Male
2014-07-16,P0001,Shoe Model 1,1,55.19,55.19,C2772,New York,Male,Male
2014-07-16,P0011,Shoe Model 11,8,128.62,1028.96,C7242,Houston,Female,Unisex
2014-07-17,P0013,Shoe Model 13,7,182.0,1274.0,C7297,Phoenix,Male,Female
2014-07-17,P0004,Shoe Model 4,7,110.98,776.86,C2422,Los Angeles,Male,Male
2014-07-17,P0008,Shoe Model 8,9,80.27,722.43,C1614,Houston,Female,Male
2014-07-18,P0004,Shoe Model 4,3,116.18,348.54,C4607,Los Angeles,Unisex,Female
2014-07-18,P0017,Shoe Model 17,7,37.72,264.04,C7771,Phoenix,Male,Unisex
2014-07-18,P0009,Shoe Model 9,9,130.37,1173.33,C9891,Phoenix,Male,Female
2014-07-19,P0007,Shoe Model 7,7,81.71,571.97,C5307,Chicago,Unisex,Female
2014-07-19,P0015,Shoe Model 15,4,194.36,777.44,C4109,Chicago,Unisex,Unisex
2014-07-19,P0009,Shoe Model 9,5,159.04,795.2,C2849,Los Angeles,Female,Female
2014-07-19,P0005,Shoe Model 5,9,72.98,656.82,C1205,New York,Female,Unisex
2014-07-20,P0004,Shoe Model 4,7,67.48,472.36,C6141,Phoenix,Female,Male
2014-07-20,P0008,Shoe Model 8,1,94.72,94.72,C4273,Chicago,Female,Unisex
2014-07-20,P0009,Shoe Model 9,1,191.88,191.88,C3832,Houston,Unisex,Male
2014-07-21,P0005,Shoe Model 5,6,162.72,976.32,C6310,New York,Unisex,Male
2014-07-21,P0009,Shoe Model 9,8,57.03,456.24,C4854,Chicago,Female,Male
2014-07-21,P0015,Shoe Model 15,7,51.27,358.89,C1508,New York,Male,Female
2014-07-22,P0009,Shoe Model 9,9,88.71,798.39,C5357,Houston,Male,Unisex
2014-07-22,P0017,Shoe Model 17,1,153.6,153.6,C1174,Phoenix,Unisex,Male
2014-07-22,P0017,Shoe Model 17,3,112.03,336.09,C4171,Houston,Female,Male
2014-07-23,P0011,Shoe Model 11,4,51.15,204.6,C5173,Los Angeles,Male,Female
2014-07-23,P0002,Shoe Model 2,7,69.95,489.65,C3972,Chicago,Female,Male
2014-07-23,P0001,Shoe Model 1,1,121.92,121.92,C3240,Phoenix,Unisex,Female
2014-07-24,P0013,Shoe Model 13,3,191.92,575.76,C4663,Chicago,Unisex,Female
2014-07-24,P0020,Shoe Model 20,4,136.25,545.0,C4093,Chicago,Male,Male
2014-07-24,P0008,Shoe Model 8,7,83.19,582.33,C9566,Chicago,Female,Unisex
2014-07-24,P0019,Shoe Model 19,3,32.07,96.21,C5559,Houston,Male,Male
2014-07-25,P0011,Shoe Model 11,5,90.0,450.0,C2424,New York,Male,Male
2014-07-25,P0014,Shoe Model 14,5,41.62,208.1,C4104,Los Angeles,Male,Unisex
2014-07-25,P0005,Shoe Model 5,2,64.92,129.84,C8846,Houston,Male,Male
2014-07-25,P0020,Shoe Model 20,6,154.69,928.14,C7358,Chicago,Female,Male
2014-07-26,P0020,Shoe Model 20,8,76.97,615.76,C3761,New York,Male,Female
2014-07-26,P0010,Shoe Model 10,1,47.53,47.53,C8737,Phoenix,Female,Male
2014-07-26,P0005,Shoe Model 5,2,149.77,299.54,C4802,New York,Unisex,Unisex
2014-07-26,P0003,Shoe Model 3,2,112.12,224.24,C9399,Los Angeles,Female,Female
2014-07-27,P0011,Shoe Model 11,7,43.09,301.63,C2518,Houston,Unisex,Male
2014-07-27,P0020,Shoe Model 20,3,136.02,408.06,C3849,Chicago,Female,Unisex
2014-07-28,P0010,Shoe Model 10,9,150.13,1351.17,C5195,Chicago,Female,Male
2014-07-28,P0004,Shoe Model 4,1,49.9,49.9,C7409,Phoenix,Unisex,Unisex
2014-07-28,P0019,Shoe Model 19,5,64.45,322.25,C2813,Houston,Female,Female
2014-07-29,P0013,Shoe Model 13,1,32.62,32.62,C1816,New York,Unisex,Male
2014-07-30,P0004,Shoe Model 4,9,172.77,1554.93,C8071,New York,Female,Female
2014-07-30,P0018,Shoe Model 18,3,181.31,543.93,C2364,New York,Unisex,Unisex
2014-07-31,P0009,Shoe Model 9,3,130.21,390.63,C5138,New York,Male,Female
2014-07-31,P0018,Shoe Model 18,4,64.68,258.72,C9560,Phoenix,Unisex,Unisex
2014-07-31,P0020,Shoe Model 20,1,66.45,66.45,C5164,Chicago,Female,Unisex
2014-07-31,P0018,Shoe Model 18,3,66.61,199.83,C2184,Chicago,Female,Female
2014-08-01,P0010,Shoe Model 10,2,166.87,333.74,C5370,Houston,Unisex,Unisex
2014-08-01,P0013,Shoe Model 13,8,64.05,512.4,C2993,New York,Unisex,Unisex
2014-08-01,P0014,Shoe Model 14,8,41.64,333.12,C1489,New York,Male,Male
2014-08-01,P0006,Shoe Model 6,9,86.71,780.39,C5027,Houston,Male,Female
2014-08-02,P0009,Shoe Model 9,2,163.86,327.72,C3817,Phoenix,Female,Unisex
2014-08-03,P0006,Shoe Model 6,8,105.23,841.84,C6738,Phoenix,Unisex,Female
2014-08-03,P0002,Shoe Model 2,6,163.47,980.82,C8352,Phoenix,Female,Unisex
2014-08-03,P0011,Shoe Model 11,6,34.81,208.86,C4278,New York,Unisex,Unisex
2014-08-04,P0006,Shoe Model 6,2,99.49,198.98,C2637,Phoenix,Male,Male
2014-08-04,P0017,Shoe Model 17,5,156.95,784.75,C3668,Houston,Unisex,Unisex
2014-08-05,P0005,Shoe Model 5,1,82.67,82.67,C3330,Los Angeles,Unisex,Male
2014-08-05,P0020,Shoe Model 20,8,164.18,1313.44,C3591,Phoenix,Female,Female
2014-08-05,P0017,Shoe Model 17,7,69.4,485.8,C8024,Phoenix,Male,Male
2014-08-05,P0006,Shoe Model 6,3,170.91,512.73,C8206,New York,Female,Male
2014-08-06,P0017,Shoe Model 17,7,108.51,759.57,C7968,New York,Male,Unisex
2014-08-06,P0005,Shoe Model 5,7,60.47,423.29,C2647,Phoenix,Male,Unisex
2014-08-07,P0002,Shoe Model 2,5,154.51,772.55,C5757,New York,Female,Male
2014-08-07,P0011,Shoe Model 11,3,71.06,213.18,C2673,Houston,Unisex,Female
2014-08-07,P0009,Shoe Model 9,7,39.81,278.67,C1146,Houston,Unisex,Male
2014-08-07,P0009,Shoe Model 9,1,102.92,102.92,C1018,Chicago,Female,Unisex
2014-08-08,P0001,Shoe Model 1,2,85.68,171.36,C5236,New York,Female,Male
2014-08-08,P0016,Shoe Model 16,1,114.27,114.27,C5390,Los Angeles,Male,Unisex
2014-08-09,P0005,Shoe Model 5,1,145.41,145.41,C1816,Phoenix,Male,Male
2014-08-10,P0017,Shoe Model 17,9,144.45,1300.05,C8374,Phoenix,Male,Unisex
2014-08-10,P0016,Shoe Model 16,9,154.32,1388.88,C3679,New York,Male,Male
2014-08-11,P0016,Shoe Model 16,9,112.47,1012.23,C7773,New York,Unisex,Female
2014-08-11,P0019,Shoe Model 19,3,175.35,526.05,C5994,Chicago,Male,Female
2014-08-12,P0008,Shoe Model 8,2,183.3,366.6,C3607,Los Angeles,Female,Female
2014-08-12,P0012,Shoe Model 12,9,156.32,1406.88,C4406,Houston,Male,Male
2014-08-13,P0018,Shoe Model 18,2,117.27,234.54,C9181,Houston,Male,Unisex
2014-08-14,P0003,Shoe Model 3,3,41.9,125.7,C9397,Chicago,Unisex,Female
2014-08-14,P0004,Shoe Model 4,4,37.7,150.8,C7239,Chicago,Female,Unisex
2014-08-15,P0017,Shoe Model 17,9,30.9,278.1,C8291,Los Angeles,Male,Unisex
2014-08-15,P0016,Shoe Model 16,9,128.77,1158.93,C1249,Los Angeles,Male,Male
2014-08-16,P0007,Shoe Model 7,4,53.86,215.44,C6330,Houston,Male,Unisex
2014-08-16,P0007,Shoe Model 7,9,88.98,800.82,C2925,Phoenix,Female,Male
2014-08-17,P0003,Shoe Model 3,5,141.2,706.0,C9995,Los Angeles,Male,Male
2014-08-17,P0010,Shoe Model 10,6,95.66,573.96,C1615,Chicago,Male,Male
2014-08-17,P0002,Shoe Model 2,1,129.39,129.39,C7539,Chicago,Female,Unisex
2014-08-17,P0018,Shoe Model 18,1,76.23,76.23,C5334,Chicago,Female,Unisex
2014-08-18,P0001,Shoe Model 1,5,148.09,740.45,C1922,Houston,Unisex,Female
2014-08-18,P0010,Shoe Model 10,7,162.05,1134.35,C2230,Houston,Unisex,Unisex
2014-08-19,P0020,Shoe Model 20,5,157.13,785.65,C1160,Houston,Male,Male
2014-08-19,P0006,Shoe Model 6,5,181.04,905.2,C6710,Phoenix,Female,Female
2014-08-20,P0006,Shoe Model 6,9,182.65,1643.85,C9092,Phoenix,Female,Female
2014-08-20,P0002,Shoe Model 2,8,72.33,578.64,C2205,Phoenix,Female,Unisex
2014-08-20,P0020,Shoe Model 20,3,199.6,598.8,C7396,Phoenix,Male,Unisex
2014-08-20,P0020,Shoe Model 20,5,163.24,816.2,C7644,Chicago,Female,Female
2014-08-21,P0014,Shoe Model 14,8,136.04,1088.32,C1991,Houston,Unisex,Unisex
2014-08-21,P0011,Shoe Model 11,3,189.53,568.59,C5804,Phoenix,Male,Female
2014-08-21,P0019,Shoe Model 19,9,41.79,376.11,C6660,Chicago,Unisex,Female
2014-08-22,P0011,Shoe Model 11,9,68.91,620.19,C3258,Chicago,Female,Female
2014-08-22,P0005,Shoe Model 5,5,199.26,996.3,C3827,Los Angeles,Female,Male
2014-08-23,P0020,Shoe Model 20,6,130.84,785.04,C5383,Chicago,Male,Female
2014-08-23,P0018,Shoe Model 18,8,190.09,1520.72,C4716,New York,Unisex,Unisex
2014-08-24,P0009,Shoe Model 9,6,76.8,460.8,C7982,Houston,Male,Unisex
2014-08-25,P0012,Shoe Model 12,6,107.38,644.28,C8086,New York,Male,Female
2014-08-25,P0014,Shoe Model 14,2,33.25,66.5,C2135,New York,Unisex,Unisex
2014-08-25,P0011,Shoe Model 11,8,166.48,1331.84,C8389,Chicago,Female,Female
2014-08-25,P0013,Shoe Model 13,2,127.34,254.68,C3789,Los Angeles,Female,Female
2014-08-26,P0008,Shoe Model 8,8,130.99,1047.92,C8175,Phoenix,Female,Female
2014-08-26,P0017,Shoe Model 17,4,179.77,719.08,C6866,Phoenix,Unisex,Unisex
2014-08-26,P0016,Shoe Model 16,5,166.01,830.05,C4327,New York,Unisex,Unisex
2014-08-27,P0005,Shoe Model 5,1,135.85,135.85,C7774,New York,Unisex,Unisex
2014-08-27,P0014,Shoe Model 14,4,89.08,356.32,C6750,Houston,Male,Male
